Original,Furigana,English,JLPT Level
述べる,のべる,"to state, to express, to mention",N3
上る,のぼる,"to ascend, to go up, to climb",N3
昇る,のぼる,"to arise, to ascend, to go up",N3
載る,のる,"to appear (in print), to be recorded",N3
のんびり,のんびり,"carefree, at leisure",N3
場,ば,"place, field (physics)",N3
はあ (かん),はあ (かん),(sigh),N3
パーセント,パーセント,percent,N3
灰,はい,ash,N3
梅雨,ばいう,rainy season,N3
バイオリン,バイオリン,violin,N3
ハイキング,ハイキング,hiking,N3
配達,はいたつ,"delivery, distribution",N3
パイプ,パイプ,pipe; channels official or otherwise,N3
俳優,はいゆう,"actor, actress, performer",N3
パイロット,パイロット,pilot,N3
生える,はえる,"to grow, to spring up; to cut (teeth)",N3
墓,はか,"grave, tomb",N3
馬鹿,ばか,"fool, idiot",N3
博士,はかせ,"doctorate, PhD., doctor",N3
計る,はかる,"to measure, to weigh, to survey",N3
量る,はかる,"to measure, to weigh, to survey",N3
測る,はかる,"to measure, to weigh, to survey",N3
掃く,はく,"to sweep, to brush, to gather up",N3
吐く,はく,"to throw up, to vomit",N3
拍手,はくしゅ,"clapping hands, applause",N3
莫大,ばくだい,"enormous, vast",N3
爆発,ばくはつ,"explosion, detonation, eruption",N3
博物館,はくぶつかん,museum,N3
激しい,はげしい,"violent, vehement, intense",N3
はさみ,はさみ,scissors,N3
破産,はさん,(personal) bankruptcy,N3
端,はし,"end (e.g., of street), edge, margin",N3
始まり,はじまり,"origin, beginning",N3
パス,パス,"path, pass (in games)",N3
外す,はずす,"to unfasten, to remove",N3
パスポート,パスポート,passport,N3
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",N3
旗,はた,flag,N3
肌,はだ,skin,N3
裸,はだか,"naked, nude",N3
畑,はたけ,"field, patch",N3
働き,はたらき,"work, labor",N3
バッグ,バッグ,bag,N3
発見,はっけん,"discovery, detection, finding",N3
発行,はっこう,issue (publications),N3
発車,はっしゃ,departure of a vehicle,N3
発射,はっしゃ,"firing, shooting, discharge",N3
罰する,ばっする,"to punish, to penalize",N3
発達,はったつ,"development, growth",N3
ばったり,ばったり,(to meet) by chance,N3
発展,はってん,"development, growth, progress",N3
発表,はっぴょう,announcement; publication; presentation,N3
発明,はつめい,invention,N3
派手,はで,"showy, flashy, gaudy",N3
話し合う,はなしあう,"to discuss, to talk together",N3
離す,はなす,"to part, to separate",N3
放す,はなす,"to separate, to set free",N3
離れる,はなれる,"(something, someone) separates; parts from; to be apart",N3
放れる,はなれる,"to leave, to get free, to cut oneself off",N3
羽,はね,wing,N3
羽根,はね,feather,N3
幅,はば,"width, breadth",N3
母親,ははおや,mother,N3
省く,はぶく,"to omit, to eliminate",N3
場面,ばめん,"scene, setting (e.g., of novel)",N3
流行る,はやる,"to be popular, to come into fashion",N3
腹,はら,"abdomen, belly, stomach",N3
原,はら,"field, plain",N3
バランス,バランス,balance,N3
針,はり,"needle, hand (e.g., clock)",N3
範囲,はんい,"extent, scope, range",N3
反抗,はんこう,"opposition, resistance",N3
犯罪,はんざい,crime,N3
ハンサム,ハンサム,handsome,N3
反省,はんせい,"reflection, reconsideration, regret",N3
判断,はんだん,"judgment, decision",N3
犯人,はんにん,"offender, criminal",N3
販売,はんばい,"sale, selling, marketing",N3
灯,ひ,light,N3
ビール,ビール,beer,N3
被害,ひがい,damage,N3
比較,ひかく,comparison,N3
ピクニック,ピクニック,picnic,N3
悲劇,ひげき,tragedy,N3
飛行,ひこう,"aviation, flight",N3
膝,ひざ,"knee, lap",N3
非常,ひじょう,"emergency, extraordinary, unusual",N3
美人,びじん,beautiful person (woman),N3
額,ひたい,"forehead, brow",N3
日付,ひづけ,"date, dating",N3
引越し,ひっこし,"moving, changing residence",N3
必死,ひっし,"desperation, frantic, inevitable result",N3
ぴったり,ぴったり,"exactly, neatly, sharp",N3
引っ張る,ひっぱる,"to pull, to stretch, to drag",N3
否定,ひてい,"negation, denial",N3
ビデオ,ビデオ,video tape; VCR,N3
一言,ひとこと,one word,N3
人込み,ひとごみ,crowd of people,N3
等しい,ひとしい,equal,N3
独り,ひとり,"alone, unmarried",N3
一人一人,ひとりひとり,"one by one, each",N3
批判,ひはん,criticism,N3
批評,ひひょう,"criticism, review, commentary",N3
秘密,ひみつ,"secret, secrecy",N3
微妙,びみょう,"delicate, subtle",N3
紐,ひも,"string, cord",N3
冷やす,ひやす,"to cool, to refrigerate",N3
費用,ひよう,"cost, expense",N3
表,ひょう,"table (e.g., Tab 1), chart, list",N3
秒,びょう,second (60th min),N3
評価,ひょうか,"assessment, evaluation",N3
表現,ひょうげん,"expression, presentation",N3
表情,ひょうじょう,facial expression,N3
平等,びょうどう,"equality, impartiality, evenness",N3
評判,ひょうばん,"fame, reputation",N3
表面,ひょうめん,"surface, outside, face",N3
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",N3
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",N3
広める,ひろめる,"to broaden, to propagate",N3
品,ひん,"goods; taste, elegance",N3
瓶,びん,bottle,N3
便,びん,"way, means; flight",N3
ピン,ピン,pin,N3
不,ふ,"un(~), non(~), negative prefix",N3
不,ぶ,"un(~), non(~), negative prefix",N3
無,ぶ,"nothing, naught, nil, zero",N3
分,ぶ,"dividing, part",N3
不安,ふあん,"anxiety, uneasiness",N3
風景,ふうけい,scenery,N3
夫婦,ふうふ,"married couple, husband and wife",N3
笛,ふえ,"flute, whistle",N3
不可,ふか,"wrong, bad, impossible",N3
深まる,ふかまる,to deepen,N3
武器,ぶき,"weapon, arms",N3
拭く,ふく,"to wipe, to dry",N3
服装,ふくそう,"clothes, attire",N3
含む,ふくむ,"to contain, to include",N3
含める,ふくめる,to include,N3
袋,ふくろ,"bag, sack",N3
不幸,ふこう,"unhappiness, sorrow, misfortune",N3
節,ふし,"tune, tone, knob",N3
無事,ぶじ,"safety, peace",N3
不思議,ふしぎ,"mystery, curiosity",N3
不自由,ふじゆう,"discomfort, disability, inconvenience",N3
夫人,ふじん,"wife, Mrs, madam",N3
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),N3
不正,ふせい,"injustice, unfairness",N3
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",N3
不足,ふそく,"insufficiency, shortage",N3
舞台,ぶたい,stage (theater),N3
双子,ふたご,"twins, a twin",N3
再び,ふたたび,"again, once more, a second time",N3
普段,ふだん,"in everyday situations, usually, ordinarily",N3
縁,ふち,"edge, rim",N3
打つ,ぶつ,"to hit, to strike",N3
不通,ふつう,"blockade, interruption, stoppage",N3
物価,ぶっか,(commodity/consumer) prices,N3
ぶつかる,ぶつかる,"to strike, to collide with",N3
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",N3
物質,ぶっしつ,"material, substance",N3
物理,ぶつり,physics,N3
筆,ふで,writing brush,N3
ふと,ふと,"suddenly, accidentally, incidentally",N3
部分,ぶぶん,"portion, section, part",N3
不平,ふへい,"complaint, discontent, dissatisfaction",N3
不満,ふまん,"dissatisfaction, discontent, complaints",N3
増やす,ふやす,"to increase (v.t.), to add to",N3
殖やす,ふやす,"to increase, to add to",N3
プラス,プラス,plus,N3
プラスチック,プラスチック,plastic,N3
プラン,プラン,plan,N3
不利,ふり,"disadvantage, drawback",N3
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",N3
震える,ふるえる,"to shiver, to shake, to quake",N3
ブレーキ,ブレーキ,a brake,N3
触れる,ふれる,"to touch, to feel, to violate",N3
プロ,プロ,professional,N3
分,ぶん,"dividing, part, segment",N3
文,ぶん,sentence,N3
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",N3
分析,ぶんせき,analysis,N3
文明,ぶんめい,civilization,N3
分野,ぶんや,"field, sphere",N3
塀,へい,"wall, fence",N3
平均,へいきん,"equilibrium, balance, average",N3
平和,へいわ,peace,N3
別に,べつに,"(not) particularly, nothing",N3
減らす,へらす,"to decrease, to diminish",N3
減る,へる,"to decrease (in size or number), to diminish",N3
ベルト,ベルト,Belt for western clothes,N3
変化,へんか,"change, variation, shift",N3
ペンキ,ペンキ,paint,N3
変更,へんこう,"change, modification, alteration",N3
ベンチ,ベンチ,bench,N3
弁当,べんとう,box lunch,N3
方,ほう,side,N3
法,ほう,Act (law: the X Act),N3
棒,ぼう,"pole, rod, stick",N3
冒険,ぼうけん,"risk, venture, adventure",N3
方向,ほうこう,"direction, course, way",N3
報告,ほうこく,"report, information",N3
宝石,ほうせき,"gem, jewel",N3
包装,ほうそう,"packing, wrapping",N3
豊富,ほうふ,"abundance, plenty",N3
方法,ほうほう,"method, means, technique",N3
方々,ほうぼう,"here and there, everywhere",N3
訪問,ほうもん,"call, visit",N3
吠える,ほえる,"to bark, to howl",N3
ボーイ,ボーイ,porter; boy,N3
ボート,ボート,rowing boat,N3
ホーム,ホーム,platform; home,N3
ボール,ボール,ball; bowl,N3
他,ほか,other (esp. places and things),N3
誇り,ほこり,pride,N3
埃,ほこり,dust,N3
保証,ほしょう,"guarantee, assurance, warranty",N3
保存,ほぞん,"preservation, conservation",N3
歩道,ほどう,walkway,N3
仏,ほとけ,Buddha,N3
骨,ほね,bone,N3
炎,ほのお,flame,N3
頬,ほほ,cheek (of face),N3
頬,ほお,cheek (of face),N3
ほぼ,ほぼ,"almost, roughly",N3
微笑む,ほほえむ,to smile,N3
堀,ほり,"moat, canal",N3
濠,ほり,moat,N3
本当,ほんと,"truth, reality",N3
本人,ほんにん,the person himself,N3
本物,ほんもの,genuine article,N3
ぼんやり,ぼんやり,"dim, faint, vague",N3
間,ま,"space, room, pause",N3
まあ,まあ,well (used when making a modest or hesitant statement),N3
マーケット,マーケット,market,N3
マイク,マイク,mic,N3
迷子,まいご,lost (stray) child,N3
マイナス,マイナス,minus,N3
任せる,まかせる,"to entrust to another, to leave to",N3
巻く,まく,"to wind, to coil, to roll",N3
蒔く,まく,to sow (seeds),N3
撒く,まく,"to scatter, to sprinkle, to sow",N3
幕,まく,"curtain, act (in play)",N3
負け,まけ,"defeat, loss",N3
孫,まご,grandchild,N3
まさか,まさか,by no means,N3
まさに,まさに,"correctly, surely",N3
混ざる,まざる,"to be mixed, to mingle with",N3
交ざる,まざる,"to be mixed, to mingle with",N3
混じる,まじる,"to be mixed, to mingle with",N3
交じる,まじる,"to be mixed, to mingle with",N3
増す,ます,"to increase, to gain",N3
貧しい,まずしい,"poor, needy",N3
マスター,マスター,"bar owner, master (e.g., arts, science)",N3
ますます,ますます,"increasingly (same as もっと), more and more",N3
混ぜる,まぜる,"to mix, to stir",N3
交ぜる,まぜる,"to be mixed, to be blended with",N3
街,まち,"town; street, road",N3
間違い,まちがい,mistake,N3
松,まつ,pine tree,N3
真っ赤,まっか,"deep red, flushed (of face)",N3
全く,まったく,"really, completely",N3
祭,まつり,"festival, feast",N3
まとまる,まとまる,"to be collected, to be settled, to be in order",N3
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",N3
学ぶ,まなぶ,to learn; to study,N3
真似,まね,"mimicry, imitation, behavior",N3
招く,まねく,to invite,N3
まぶしい,まぶしい,"dazzling, radiant",N3
柵,さく,"fence, paling",N3
裂ける,さける,"to split, to tear, to burst",N3
裁く,さばく,to judge,N3
酸化,さんか,oxidation,N3
死,し,"death, decease",N3
資格,しかく,"qualifications, requirements, capabilities",N3
視覚,しかく,"sense of sight, vision",N3
指揮,しき,"command, direction",N3
磁気,じき,magnetism,N3
磁器,じき,"porcelain, china",N3
自己,じこ,"self, oneself",N3
字体,じたい,"font, lettering",N3
辞退,じたい,refusal,N3
視点,してん,"opinion, point of view, visual point",N3
脂肪,しぼう,"fat, grease",N3
志望,しぼう,"wish, desire, ambition",N3
衆,しゅう,"masses, people",N3
住,じゅう,"dwelling, living",N3
修飾,しゅうしょく,ornamentation; modification (gram),N3
私用,しよう,"personal use, private business",N3
仕様,しよう,"way, method, specification",N3
情,じょう,"feelings, emotion, passion",N3
生涯,しょうがい,one's lifetime,N3
上司,じょうし,one's superior,N3
正体,しょうたい,"natural shape, one's true colors, true character",N3
照明,しょうめい,illumination,N3
女史,じょし,Ms.,N3
助詞,じょし,"(gram) particle(s), postposition",N3
ショック,ショック,shock,N3
進行,しんこう,advance,N3
新興,しんこう,"rising, developing, emergent",N3
振興,しんこう,"promotion, encouragement",N3
申告,しんこく,"report, statement",N3
真理,しんり,truth,N3
水洗,すいせん,flushing,N3
ストレス,ストレス,stress,N3
擦る,する,"to rub, to chafe",N3
正規,せいき,"regular, legitimate",N3
精巧,せいこう,"elaborate, delicate, exquisite",N3
精算,せいさん,"exact calculation, adjustment",N3
成年,せいねん,"majority, adult age",N3
声明,せいめい,"declaration, statement, proclamation",N3
姓名,せいめい,full name,N3
生理,せいり,"physiology, menses",N3
節,せつ,"when, if; section; clause",N3
膳,ぜん,"(small) table, tray, meal",N3
禅,ぜん,Zen (Buddhism),N3
選挙,せんきょ,election,N3
先行,せんこう,"preceding, going first",N3
選考,せんこう,"selection, screening",N3
相,そう,"aspect, phase, countenance",N3
沿う,そう,"to run along, to follow",N3
添う,そう,"to accompany, to comply with",N3
僧,そう,"monk, priest",N3
像,ぞう,"statue, image",N3
捜査,そうさ,"search (esp. in criminal investigations, investigation)",N3
操縦,そうじゅう,"management, control, manipulation",N3
創造,そうぞう,creation,N3
隊,たい,"party, troops",N3
退学,たいがく,dropping out of school,N3
タイトル,タイトル,title,N3
ダウン,ダウン,down,N3
高まる,たかまる,to rise; to grow; to mount (v.i.),N3
